CRM_ROOT
 1.00008381  0.00125721
 0.99948707  0.00138163
 0.99769819  0.00175399
 0.99472120  0.00237156
 0.99056284  0.00322983
 0.98523248  0.00432260
 0.97874221  0.00564202
 0.97110674  0.00717871
 0.96234343  0.00892192
 0.95247226  0.01085958
 0.94151579  0.01297850
 0.92949913  0.01526452
 0.91644992  0.01770261
 0.90239826  0.02027704
 0.88737666  0.02297153
 0.87141999  0.02576934
 0.85456541  0.02865342
 0.83685230  0.03160646
 0.81832218  0.03461104
 0.79901859  0.03764965
 0.77898705  0.04070475
 0.75827492  0.04375885
 0.73693132  0.04679448
 0.71500700  0.04979428
 0.69255423  0.05274098
 0.66962671  0.05561742
 0.64627940  0.05840658
 0.62256843  0.06109160
 0.59855097  0.06365582
 0.57428509  0.06608283
 0.54982961  0.06835651
 0.52524399  0.07046113
 0.50058819  0.07238143
 0.47592247  0.07410273
 0.45130732  0.07561108
 0.42680325  0.07689334
 0.40247064  0.07793742
 0.37819424  0.07869958
 0.35418754  0.07912391
 0.33053198  0.07920526
 0.30728852  0.07894132
 0.28451720  0.07833219
 0.26227694  0.07738051
 0.24062527  0.07609144
 0.21961817  0.07447271
 0.19930984  0.07253453
 0.17975249  0.07028952
 0.16099614  0.06775259
 0.14308849  0.06494074
 0.12607469  0.06187286
 0.10999725  0.05856948
 0.09489589  0.05505245
 0.08080745  0.05134460
 0.06776579  0.04746941
 0.05580174  0.04345064
 0.04494305  0.03931187
 0.03521437  0.03507618
 0.02663723  0.03076571
 0.01923003  0.02640130
 0.01300811  0.02200210
 0.00798371  0.01758529
 0.00416601  0.01316573
 0.00156119  0.00875575
 0.00017244  0.00436494
 0.00000000  0.00000000
 0.00103210  -0.00424458
 0.00325408  -0.00827567
 0.00665748  -0.01209070
 0.01123101  -0.01568689
 0.01696063  -0.01906136
 0.02382963  -0.02221121
 0.03181871  -0.02513369
 0.04090610  -0.02782628
 0.05106765  -0.03028693
 0.06227699  -0.03251418
 0.07450560  -0.03450735
 0.08772294  -0.03626671
 0.10189658  -0.03779366
 0.11699230  -0.03909079
 0.13297418  -0.04016212
 0.14980473  -0.04101307
 0.16744490  -0.04165058
 0.18585423  -0.04208312
 0.20499086  -0.04232065
 0.22481160  -0.04237460
 0.24527199  -0.04225772
 0.26632633  -0.04198402
 0.28792770  -0.04156852
 0.31002805  -0.04102715
 0.33257817  -0.04037644
 0.35552778  -0.03963336
 0.37882559  -0.03881504
 0.40243904  -0.03793809
 0.42646627  -0.03697217
 0.45067553  -0.03589998
 0.47500985  -0.03473553
 0.49941181  -0.03349254
 0.52382368  -0.03218432
 0.54818753  -0.03082357
 0.57244539  -0.02942233
 0.59653935  -0.02799183
 0.62041175  -0.02654247
 0.64400528  -0.02508377
 0.66726315  -0.02362438
 0.69012920  -0.02217209
 0.71254809  -0.02073388
 0.73446541  -0.01931597
 0.75582782  -0.01792392
 0.77658318  -0.01656271
 0.79668072  -0.01523680
 0.81607111  -0.01395027
 0.83470665  -0.01270688
 0.85254137  -0.01151016
 0.86953114  -0.01036348
 0.88563380  -0.00927012
 0.90080927  -0.00823330
 0.91501969  -0.00725621
 0.92822948  -0.00634202
 0.94040547  -0.00549388
 0.95151703  -0.00471492
 0.96153610  -0.00400818
 0.97043733  -0.00337657
 0.97819813  -0.00282287
 0.98479877  -0.00234963
 0.99022245  -0.00195910
 0.99445531  -0.00165324
 0.99748654  -0.00143362
 0.99930838  -0.00130137
 0.99991619  -0.00125721
